,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
11259,1,3,3,53,55,39,50,47,69,50,35,34,63,90,92,83,52,76,38,48,45,41,42,42,19,54,48,40,50,26,31,27,5,14,14,15,6,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,73,19
11260,1,3,2,51,40,55,65,34,63,51,48,61,65,63,61,63,61,49,57,62,61,67,42,58,53,43,62,50,47,54,56,57,10,11,10,8,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,186,78,19
11261,1,3,3,58,49,31,64,46,67,55,42,62,66,69,64,77,51,79,37,61,51,31,41,36,35,54,59,46,57,37,32,37,10,9,11,12,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,61,18
11262,1,2,2,39,27,54,58,39,48,37,47,64,53,52,56,65,52,75,53,65,72,76,38,74,56,37,56,57,61,60,59,58,15,10,15,13,11,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,185,64,21
11263,1,3,3,57,57,28,59,43,65,52,53,54,61,71,70,69,52,67,63,35,62,50,53,52,29,56,59,51,57,37,35,34,9,7,5,11,8,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,72,20
11264,1,3,2,49,48,48,66,45,59,46,42,61,63,54,51,62,60,65,54,43,62,55,51,71,57,53,54,57,64,58,59,55,8,7,10,12,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,64,19
11265,1,3,2,57,63,65,60,47,65,48,59,56,53,72,76,80,58,89,59,69,50,35,56,32,13,60,48,65,46,27,25,23,12,13,12,11,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,169,58,19
11266,1,3,3,59,42,25,67,31,64,55,55,56,64,74,67,76,54,77,40,68,67,39,32,44,42,45,67,38,50,35,34,31,6,11,12,10,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,65,21
11267,1,2,3,47,63,38,68,43,66,38,28,64,65,76,70,73,48,58,62,44,34,58,51,42,54,49,54,32,54,43,66,66,12,12,12,13,6,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,180,74,21
11268,1,4,3,49,53,33,53,44,70,49,40,49,68,71,63,83,51,71,56,65,41,37,50,48,22,46,64,46,56,35,30,37,14,8,9,7,14,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,175,67,19
11269,1,3,2,60,58,54,59,49,63,53,46,52,64,72,71,67,49,57,63,50,54,61,53,33,31,58,57,57,56,35,31,27,10,12,12,13,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,78,19
11270,1,2,2,35,42,45,65,33,54,36,35,56,64,65,66,67,59,75,52,62,73,64,51,61,63,42,63,46,52,52,64,61,5,11,7,15,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,19
11271,1,2,2,41,51,46,63,33,58,36,34,52,64,65,64,59,54,59,58,61,70,64,61,56,60,56,62,35,39,35,62,59,13,11,13,10,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,79,20
11272,1,3,2,45,55,60,68,52,56,45,47,64,54,66,53,63,58,61,68,60,55,45,53,60,55,66,55,55,45,55,64,62,7,11,5,12,8,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,75,18
11273,1,4,3,59,39,35,64,49,63,45,38,50,61,76,79,78,57,80,43,70,70,58,34,39,31,46,54,40,52,29,29,33,9,14,13,14,7,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,177,68,19
11274,1,3,2,48,43,56,71,41,56,43,43,65,60,69,63,57,58,61,63,61,67,59,43,68,44,62,56,54,50,50,54,54,10,14,8,12,10,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,182,77,19
11275,1,4,3,55,37,36,64,56,67,59,40,58,64,83,68,92,62,93,52,69,58,57,36,74,60,62,58,46,63,57,54,48,9,6,11,7,8,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,172,66,19
11276,1,3,2,50,35,44,61,30,59,29,34,58,57,71,64,74,54,81,51,55,69,59,42,60,62,41,57,50,44,61,59,56,5,11,8,6,14,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,169,65,21
11277,1,4,3,54,47,30,55,45,65,51,55,50,62,79,78,76,59,78,56,56,53,41,56,43,26,60,58,41,60,31,21,19,6,13,7,10,8,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,21
11278,1,4,3,50,50,51,63,45,62,37,37,56,65,73,70,71,61,70,57,71,64,62,44,56,53,59,61,41,56,57,55,50,9,13,14,10,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,74,19
11279,1,3,3,51,43,52,66,46,59,42,45,64,66,71,76,70,58,68,66,66,60,68,48,63,48,59,52,46,49,46,61,59,5,11,15,7,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,186,65,19
11280,1,2,2,48,51,40,68,45,60,51,47,62,62,64,72,63,52,71,50,52,68,53,44,45,41,49,62,51,62,41,48,53,7,14,12,14,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,77,20
11281,1,3,2,44,31,48,69,38,57,38,32,58,61,68,66,74,59,88,51,68,71,46,34,63,58,41,52,48,50,57,59,57,14,9,6,6,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,168,63,19
11282,1,3,3,62,52,42,63,47,62,61,64,60,62,75,72,63,53,74,59,54,60,46,48,42,44,57,61,56,52,41,54,51,5,8,15,11,14,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,69,19
11283,1,3,2,63,58,49,57,41,60,34,26,46,64,75,69,62,54,65,57,66,55,59,51,29,11,56,62,56,49,12,16,15,10,15,13,15,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,74,20
11284,1,3,3,59,52,38,50,48,64,60,59,53,67,82,79,75,49,79,62,52,68,42,55,35,22,49,44,46,53,32,26,27,11,12,13,6,10,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,175,64,21
11285,1,2,3,57,54,40,60,54,64,58,58,57,65,67,63,60,57,68,58,53,48,61,59,34,46,53,58,59,59,52,46,44,5,9,14,13,9,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,181,71,21
11286,1,3,3,58,60,54,56,57,63,60,49,44,61,72,79,64,55,69,70,61,70,79,55,41,26,57,51,50,50,36,29,28,12,11,11,5,11,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,185,85,21
11287,1,3,2,41,45,47,67,41,59,33,39,59,58,65,57,61,49,56,60,60,73,58,45,62,53,47,50,47,41,60,62,59,6,10,8,12,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,76,21
11288,1,3,2,51,34,53,59,38,51,42,40,55,58,65,64,67,53,65,53,61,72,70,49,72,58,49,53,46,59,58,61,59,8,5,7,6,12,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,178,74,20
11289,1,3,2,51,44,55,69,42,56,41,42,65,60,59,39,53,62,69,57,65,32,55,50,63,56,40,62,47,60,59,63,61,10,14,6,14,6,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,180,68,21
11290,1,3,3,56,52,49,61,52,62,58,53,59,60,72,65,76,58,71,59,57,53,51,54,43,35,57,60,51,62,39,43,45,8,12,7,6,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,70,19
11291,1,3,3,43,53,43,65,57,63,40,33,60,64,51,54,62,63,57,70,63,40,80,54,56,52,57,63,46,42,54,49,43,13,7,14,9,9,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,190,80,20
11292,1,3,3,55,55,43,61,53,65,53,52,55,67,60,61,63,59,87,62,56,46,33,53,47,24,56,59,54,63,27,38,42,13,13,8,14,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,171,59,20
11293,1,3,3,55,53,42,55,47,66,55,54,46,64,73,71,72,54,68,52,50,66,60,52,50,28,56,56,42,49,22,35,33,9,14,15,12,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,75,19
11294,1,4,2,58,53,38,67,53,64,60,48,63,67,64,60,65,58,72,65,53,58,56,52,48,37,55,63,47,49,43,48,54,8,13,5,11,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,71,20
11295,1,3,3,53,51,36,62,50,65,55,37,49,59,76,68,73,61,72,56,67,55,46,46,54,50,53,55,46,55,54,53,44,14,10,9,15,5,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,176,69,20
11296,1,2,2,63,49,46,53,54,63,60,42,44,59,77,75,76,54,64,60,50,63,43,50,58,42,53,59,49,51,50,51,35,11,9,7,9,11,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,178,68,19
11297,1,3,3,58,62,43,59,53,64,48,42,45,62,79,77,69,50,74,68,42,60,41,52,38,17,50,55,53,48,18,28,24,15,14,10,6,8,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,174,65,22
11298,1,3,2,54,43,50,67,53,57,70,65,63,60,64,61,62,54,69,55,56,69,50,50,58,48,58,63,59,59,51,51,49,12,12,14,6,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,65,22
11299,1,2,3,59,45,47,65,56,65,57,46,63,66,73,72,62,57,78,58,52,69,71,51,38,35,56,56,49,64,56,62,61,7,9,14,8,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,185,81,22
11300,1,3,2,52,58,52,54,46,62,58,55,50,58,84,78,70,53,68,59,69,69,65,51,49,29,60,57,57,58,25,26,28,5,8,8,10,12,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,181,72,21
11301,1,3,2,55,62,41,62,46,63,47,47,60,62,65,65,72,50,73,51,59,37,54,54,37,21,50,60,45,58,36,46,52,14,14,6,14,5,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,22
11302,1,3,2,51,53,55,64,48,63,53,54,61,65,63,60,62,57,60,55,62,61,63,57,54,48,51,60,50,52,42,53,49,5,13,14,12,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,189,79,20
11303,1,3,2,49,57,44,61,39,63,35,35,56,59,76,78,69,56,70,61,61,58,57,47,55,42,58,53,36,53,26,34,39,9,12,9,10,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,66,22
11304,1,3,3,49,45,49,63,52,67,56,48,59,64,70,68,81,62,79,50,52,63,55,39,40,50,59,62,45,60,48,53,50,11,10,6,11,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,21
11305,1,3,3,63,40,39,67,55,65,62,41,56,67,63,68,62,53,54,63,37,65,66,60,55,52,50,60,52,58,62,52,47,6,15,12,14,9,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,188,73,22
11306,1,3,2,47,47,40,66,47,63,59,46,63,62,72,63,73,58,76,54,65,65,54,48,51,49,58,57,44,47,48,50,49,14,15,5,14,15,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,177,73,21
11307,1,3,2,51,49,37,65,41,71,56,59,61,56,61,66,67,51,71,49,48,59,40,37,48,38,61,62,54,51,42,31,29,6,5,9,6,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,70,22
11308,1,3,3,46,57,40,66,42,66,64,60,60,65,68,69,69,62,87,54,38,61,47,55,40,56,53,52,49,56,52,56,54,8,9,11,8,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,67,20
11309,1,3,3,55,50,37,62,52,62,61,55,61,63,72,59,79,55,70,56,56,36,53,54,42,48,50,63,43,61,34,42,44,14,11,12,7,8,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,182,68,20
11310,1,3,2,47,37,50,68,31,59,44,40,63,57,69,66,76,57,77,58,67,52,47,42,69,58,42,48,52,50,55,61,66,10,9,8,8,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,70,21
11311,1,3,2,59,53,53,59,46,56,43,50,65,63,64,64,66,61,71,66,69,66,54,59,64,57,53,55,59,52,57,57,59,11,12,13,7,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,73,21
11312,1,3,2,50,39,46,67,47,56,56,56,69,65,66,63,62,54,65,56,56,62,55,46,60,51,49,61,44,52,48,57,55,10,7,5,12,11,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,180,70,19
11313,1,3,3,42,45,38,58,38,69,47,38,64,66,67,73,66,61,78,46,55,44,42,48,39,29,50,61,42,53,33,27,37,9,12,11,12,11,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,170,67,21
11314,1,3,2,49,41,72,63,41,58,59,57,60,60,66,59,64,60,61,72,74,67,75,60,77,54,54,61,58,54,56,59,55,10,14,10,6,7,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,184,78,22
11315,1,3,3,57,48,52,66,45,65,46,42,65,64,54,62,58,56,58,56,60,69,62,50,56,54,52,49,43,60,52,59,53,12,15,11,13,7,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,184,78,22
11316,1,3,2,56,44,60,67,43,54,37,44,62,60,63,65,64,59,63,56,72,76,70,42,52,61,48,58,48,60,60,64,60,11,6,9,5,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,75,21
11317,1,3,3,55,55,42,61,48,62,46,63,57,63,77,78,70,55,76,59,51,49,56,57,52,42,53,51,51,49,51,42,36,9,6,14,8,8,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,68,22
11318,1,3,2,56,46,33,53,41,65,52,43,48,64,85,86,83,51,88,50,36,50,29,49,31,21,57,58,53,48,17,25,22,7,8,9,6,10,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,166,60,22
11319,1,3,3,53,63,30,54,48,65,61,55,47,60,74,76,75,51,62,63,40,64,61,62,59,30,58,55,58,54,41,55,51,13,7,6,9,15,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,180,64,21
11320,1,5,2,57,38,44,64,39,61,46,37,58,61,76,69,71,59,75,53,80,74,59,43,59,53,55,52,40,53,52,59,55,11,11,8,13,14,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,177,74,20
11321,1,2,2,53,43,47,63,45,60,51,61,64,59,73,74,79,58,81,61,63,73,52,52,62,61,50,61,53,54,59,58,59,9,10,14,14,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,168,65,22
11322,1,3,3,51,38,50,68,38,66,52,41,65,65,54,62,60,55,71,59,62,59,68,50,58,48,50,53,46,56,53,59,58,10,14,15,10,12,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,180,75,21
11323,1,3,2,58,57,68,58,47,60,57,40,51,59,81,85,84,52,69,67,82,63,60,49,59,56,55,53,55,50,54,55,54,8,10,14,8,12,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,175,75,22
11324,1,3,2,53,51,43,64,38,65,48,53,62,63,63,61,60,56,77,62,58,66,65,58,40,52,53,54,51,52,48,53,51,10,12,6,6,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,173,70,20
11325,1,3,2,58,55,43,64,54,60,56,55,60,62,62,64,60,55,70,55,57,41,50,54,45,35,57,60,53,62,40,43,45,6,14,8,8,11,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,175,70,20
11326,1,3,2,57,59,41,59,57,65,60,45,39,60,82,78,83,49,83,65,72,67,46,55,28,12,52,49,55,47,15,14,11,15,14,6,14,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,70,22
11327,1,2,2,49,39,54,64,46,56,57,46,60,65,60,59,63,60,64,55,65,53,62,48,60,60,51,56,44,65,54,60,57,13,7,7,11,15,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,75,21
11328,1,3,2,43,56,48,61,56,62,57,57,61,61,66,68,77,53,75,61,60,69,74,67,62,58,58,61,54,68,51,53,56,11,13,14,14,8,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,186,80,23
11329,1,3,3,46,54,45,64,50,66,48,34,61,64,69,71,73,54,78,60,46,61,75,55,54,46,56,62,52,68,50,54,52,11,9,13,11,15,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,183,72,22
11330,1,3,3,56,54,55,57,47,61,54,52,51,58,79,75,67,52,54,55,55,70,69,53,43,42,51,56,55,57,26,36,39,14,10,9,15,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,186,79,22
11331,1,3,2,58,60,51,62,39,59,58,61,60,55,59,75,60,55,68,60,60,68,54,53,58,51,60,67,43,68,53,55,52,10,12,14,11,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,75,23
11332,1,3,2,50,45,51,62,41,62,47,40,60,63,72,70,73,56,76,55,69,74,56,52,59,51,53,61,48,55,53,54,50,11,6,9,8,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,173,70,21
11333,1,3,3,47,39,55,65,58,65,66,51,63,66,65,59,70,56,71,63,63,49,63,65,51,53,53,57,52,54,23,48,53,9,11,7,9,7,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,180,74,21
11334,1,2,3,39,42,46,63,33,66,43,50,50,64,80,82,76,49,76,58,72,74,46,49,61,36,62,51,54,55,49,38,43,12,10,12,12,14,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,174,62,21
11335,1,3,2,60,41,52,66,39,62,56,37,62,61,69,65,59,51,82,60,56,62,34,37,50,40,58,62,50,63,25,42,48,9,6,14,9,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,63,22
11336,1,3,3,55,56,53,63,46,62,60,57,61,63,66,66,71,58,71,63,41,63,55,58,46,47,52,62,51,58,45,53,46,9,8,13,14,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,68,22
11337,1,3,2,41,30,59,64,36,57,40,40,63,60,69,69,64,62,59,62,59,63,73,63,58,58,57,61,38,62,51,59,54,9,14,10,13,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,185,70,21
11338,1,2,3,51,50,44,69,44,61,51,58,67,66,59,64,64,43,71,54,60,49,48,42,46,25,48,63,46,61,32,46,47,14,7,9,15,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,70,22
11339,1,3,2,61,58,37,55,49,63,48,48,51,57,77,75,67,54,66,67,35,51,52,43,29,19,59,51,58,54,27,28,26,12,10,15,14,10,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,71,21
11340,1,3,2,57,53,55,63,49,60,58,60,62,61,69,72,76,53,61,59,64,66,58,56,44,41,57,60,59,62,35,49,47,9,6,7,8,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,65,22
11341,1,2,2,48,30,50,62,32,51,41,36,56,57,57,56,64,57,74,48,60,71,66,45,55,61,50,54,52,57,60,60,59,5,7,14,12,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,72,21
11342,1,3,2,60,51,38,56,35,64,48,38,61,62,67,67,69,54,68,56,68,63,60,46,48,22,52,54,48,53,24,29,23,10,7,8,9,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,74,21
11343,1,3,3,59,46,41,57,53,63,59,50,54,59,78,72,63,56,70,56,47,59,56,38,60,21,56,55,52,54,32,29,32,11,7,5,15,11,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,182,70,22
11344,1,3,3,57,52,47,63,62,62,63,62,62,62,69,70,69,52,65,67,68,55,57,65,37,37,52,60,55,55,30,39,37,11,11,6,7,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,75,21
11345,1,3,2,61,56,41,54,42,64,51,44,48,63,67,72,65,54,69,55,51,51,49,48,49,21,62,52,50,55,22,25,24,15,11,15,13,7,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,179,69,22
11346,1,3,2,56,56,53,52,41,63,45,31,51,61,70,72,70,58,76,60,60,73,56,48,55,39,54,56,34,54,40,37,39,9,8,12,11,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,72,22
11347,1,3,2,34,35,65,64,31,47,33,32,59,54,55,62,49,57,39,46,54,63,70,32,58,56,35,50,39,53,60,64,59,8,10,10,8,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,191,79,21
11348,1,3,2,65,38,65,71,39,61,44,50,64,58,59,64,56,54,56,59,57,54,50,44,63,56,39,55,54,47,59,58,67,13,5,14,6,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,190,82,21
11349,1,3,3,54,56,50,50,38,64,55,36,44,58,93,94,71,52,69,51,67,63,59,53,29,19,52,53,55,45,12,20,15,6,16,8,11,16,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,67,23
11350,1,3,2,44,37,58,62,39,61,42,39,61,55,65,63,76,54,61,56,66,72,76,54,67,61,58,57,47,59,52,59,48,9,10,11,8,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,181,78,23
11351,1,3,3,62,50,49,63,54,59,63,64,54,57,68,69,79,57,89,59,47,66,55,45,54,53,53,59,49,59,45,55,56,10,7,10,7,14,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,173,65,23
11352,1,3,3,58,55,51,59,52,63,56,53,57,61,80,73,82,56,70,58,50,80,65,53,39,41,56,58,56,48,42,47,42,14,15,9,14,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,70,22
11353,1,3,2,49,67,66,59,46,61,47,37,55,65,75,74,77,60,90,62,76,51,33,65,34,13,57,47,66,62,15,22,20,12,12,8,8,10,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,176,64,22
11354,1,2,2,37,57,55,62,37,55,34,32,60,58,71,73,67,62,76,58,74,74,64,57,58,55,57,57,36,44,43,57,52,7,7,14,13,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,73,21
11355,1,2,3,57,48,42,61,46,62,51,48,53,60,84,82,82,60,82,57,71,90,58,47,57,62,60,52,60,62,50,56,49,7,11,8,8,8,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,175,69,22
11356,1,3,2,60,44,49,64,31,60,37,36,60,63,62,61,65,54,79,49,62,67,61,40,70,62,45,36,50,59,58,59,60,7,12,9,10,10,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,173,71,23
11357,1,4,2,57,47,53,64,45,56,52,50,60,57,49,46,62,57,63,56,55,77,64,54,61,58,52,54,54,62,60,59,57,6,5,14,6,7,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,178,70,21
11358,1,3,3,58,57,35,59,43,60,79,37,36,60,83,80,89,54,86,84,75,60,32,53,43,24,52,54,54,58,29,28,27,9,13,7,11,9,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,170,62,21
11359,1,3,2,62,58,41,64,54,65,48,46,55,64,67,67,54,49,66,60,39,66,58,41,30,18,45,52,60,45,42,35,34,11,14,10,14,9,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,76,22
11360,1,3,3,52,50,58,57,52,65,48,43,48,63,82,79,77,52,74,67,73,57,45,62,50,35,56,50,40,47,38,41,38,8,5,11,12,12,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,175,63,20
11361,1,2,2,56,58,51,49,49,65,51,35,39,60,84,85,78,53,75,54,72,64,57,52,53,30,56,52,52,58,31,36,35,9,7,8,8,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,72,22
11362,1,3,3,55,56,34,55,45,57,52,36,55,58,80,85,75,49,71,61,54,71,62,45,57,31,59,53,56,44,32,26,28,13,14,8,9,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,183,68,20
11363,1,3,2,41,50,48,63,54,56,63,43,54,63,65,62,70,62,75,61,67,80,48,51,75,49,48,56,45,43,58,62,54,5,14,9,12,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,22
11364,1,5,2,48,35,56,64,39,59,39,47,72,60,56,63,58,56,66,57,74,53,60,40,57,54,42,47,45,42,56,64,63,10,14,9,12,7,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,181,71,22
11365,1,3,3,40,51,58,68,38,63,52,56,67,62,68,66,72,42,66,57,63,74,63,54,61,49,58,56,55,54,52,53,55,15,16,11,10,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,75,24
11366,1,3,3,52,43,51,66,38,63,44,48,60,63,71,70,72,52,65,49,45,73,60,49,53,51,57,56,43,58,54,56,50,11,13,11,11,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,76,23
11367,1,3,3,58,55,41,67,45,59,62,58,63,62,63,68,82,53,75,54,54,52,47,48,40,27,55,55,53,60,35,40,55,8,9,16,14,7,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,70,24
11368,1,2,2,52,50,59,64,40,60,44,56,59,64,56,57,63,61,80,49,65,69,67,54,32,53,58,57,63,54,51,56,48,8,12,12,14,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,72,22
11369,1,4,3,47,62,65,60,51,59,61,63,48,61,65,77,51,55,44,62,58,70,73,63,47,20,61,57,61,52,38,32,23,7,13,7,12,14,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,192,78,23
11370,1,2,2,41,41,46,65,31,52,42,38,57,64,71,72,72,61,81,50,74,71,56,34,55,58,56,57,34,54,55,60,54,14,9,10,13,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,62,25
11371,1,3,3,53,50,41,56,44,62,49,40,53,62,79,81,76,52,73,60,55,73,66,53,41,30,52,54,49,56,38,28,29,10,7,12,14,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,174,77,22
11372,1,3,2,53,51,47,63,45,63,48,39,62,64,66,70,71,58,69,60,57,56,58,55,60,55,52,60,44,46,51,53,47,10,13,9,9,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,72,23
11373,1,3,2,48,31,59,63,31,58,37,35,51,62,48,40,59,63,62,45,65,78,57,29,58,58,42,44,44,55,58,60,60,7,15,7,11,15,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,183,73,23
11374,1,3,2,54,48,51,59,59,61,43,42,57,62,71,77,65,53,61,71,64,78,69,49,43,42,51,55,49,55,47,48,43,8,9,11,8,12,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,183,77,23
11375,1,3,2,59,52,36,58,47,66,39,38,49,60,85,88,73,43,72,58,64,60,58,43,30,24,54,47,46,51,25,28,25,7,7,8,10,12,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,178,70,23
11376,1,3,2,47,38,58,71,37,60,50,49,71,59,51,55,57,56,47,58,65,62,64,43,60,56,44,52,51,42,55,68,69,12,7,12,7,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,187,78,24
11377,1,3,3,58,48,50,59,41,63,63,43,57,61,71,66,70,60,76,56,72,53,53,40,53,47,57,56,46,46,38,38,37,6,11,14,14,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,70,22
