,short_name,Position,overall,value_eur
6785,N. Seufert,CM,68,1300000
6786,N. Shipnoski,RM,68,1300000
6789,M. Domínguez,LM,68,1300000
6793,U. Antuna,LM,68,1300000
6794,A. Matusiwa,CDM,68,1200000
6796,K. Zohi,LM,68,1300000
6797,D. Ljubicic,CDM,68,1200000
6798,L. Heredia,RM,68,1300000
6799,Pep Biel,CM,68,1300000
6802,Pejiño,LM,68,1300000
6803,M. Salas,RM,68,1300000
6804,Pipa,RM,68,1300000
6809,E. Zidane,CAM,68,1300000
6810,G. Evans,CDM,68,1100000
6811,J. Green,CAM,68,1300000
6812,J. Harrop,CAM,68,1300000
6813,Rúben Oliveira,CAM,68,1300000
6814,E. Rakip,CM,68,1200000
6818,I. Ledezma,CAM,68,1300000
6821,L. Gooch,RM,68,1300000
6822,J. Cardona,CAM,68,1300000
6826,David Concha,RM,68,1300000
6827,B. Thompson,CM,68,1200000
6829,S. Mallan,CM,68,1200000
6834,D. Poha,CM,68,1200000
6836,K. Edwards,LM,68,1300000
6837,D. Prokop,CAM,68,1300000
6838,K. Miyoshi,CAM,68,1300000
6840,A. Balić,CM,68,1300000
6841,F. Boya,CDM,68,1100000
6844,A. Karazor,CDM,68,1100000
6845,G. Papunashvili,RM,68,1300000
6846,D. de Wit,CAM,68,1300000
6849,K. Qaka,CM,68,1200000
6852,K. Manneh,LM,68,1200000
6857,J. Grant,LM,68,1200000
6858,J. Fernández,CM,68,1200000
6859,D. Quiñónes,LM,68,1200000
6860,V. Hoff,CM,68,1200000
6861,L. Kelly,CM,68,1200000
6864,J. Kubicki,CM,68,1200000
6865,L. Zarandia,RM,68,1200000
6869,U. Rivas,CM,68,1200000
6870,J. Petriccione,CM,68,1200000
6871,L. Fröde,CDM,68,1100000
6872,K. Redondo,LM,68,1200000
6875,F. Aursnes,CM,68,1200000
6877,M. Honsak,LM,68,1200000
6878,D. Lemos,LM,68,1200000
6880,S. Colombatto,CM,68,1200000
6882,P. Clement,CM,68,1200000
6883,M. Niemeyer,LM,68,1200000
6887,F. Wadja,CDM,68,1100000
6894,M. Power,CDM,68,1100000
6895,H. Kryeziu,CDM,68,1100000
6896,Jon Toral,CAM,68,1200000
6898,S. Maier,CAM,68,1200000
6899,E. Huws,CM,68,1200000
6900,C. McGeehan,CM,68,1200000
6901,I. Cissé,CDM,68,1100000
6903,Jordi Quintillà,CM,68,1200000
6904,E. Marcondes,CAM,68,1200000
6907,L. Abergel,CDM,68,1100000
6908,D. Efremov,RM,68,1200000
6909,P. Parra,CAM,68,1200000
6912,M. Stefaniak,LM,68,1200000
6913,J. Payne,CAM,68,1200000
6916,Aguza,CDM,68,1100000
6919,R. Dekker,CDM,68,1100000
6924,M. Ritter,CAM,68,1200000
6926,C. Leemans,CM,68,1200000
6927,V. Jacob,CAM,68,1200000
6928,D. Louiserre,CDM,68,1100000
6929,P. van Amersfoort,CAM,68,1200000
6931,C. Keita,LM,68,1200000
6940,E. Taffertshofer,CDM,68,1100000
6944,L. Comas,LM,68,1200000
6945,P. Brlek,CM,68,1200000
6947,E. Kouassi,CDM,68,1100000
6956,A. Barman,CDM,68,1100000
6961,K. Escamilla,CDM,68,1000000
6964,E. Acolatse,LM,68,1200000
6965,A. Corryn,CDM,68,1000000
6968,V. Lekhal,CDM,68,1000000
6971,G. Gil Romero,CDM,68,1000000
6975,T. Serbest,CM,68,1100000
6978,A. Gruber,LM,68,1200000
6984,Judson,CDM,68,1000000
6991,L. Parunashvili,CDM,68,1000000
6993,J. Nikolaou,CDM,68,1000000
6996,O. Popescu,CDM,68,1000000
6998,K. Furuhashi,LM,68,1200000
6999,I. Alibaev,CM,68,1100000
7004,D. Petrucci,CDM,68,975000
7009,A. Öztürk,CDM,68,1000000
7010,J. Vela,CM,68,1100000
7011,R. Tunnicliffe,CM,68,1100000
7013,J. Brillante,CDM,68,1000000
7014,M. Kobylański,CAM,68,1100000
7015,S. Khelifi,RM,68,1100000
7016,B. Sankoh,CDM,68,975000
7017,Bruno Andrade,LM,68,1100000
7021,B. Potts,RM,68,1100000
7028,J. Pelupessy,CDM,68,1000000
7030,L. MacLeod,CM,68,1100000
7031,De La Hoz,CDM,68,975000
7035,M. Bakić,CM,68,1100000
7036,J. Gómez,CM,68,1100000
7038,D. Moreno,CDM,68,975000
7040,E. Isnaldo,LM,68,1100000
7048,Alain Oyarzun,LM,68,1100000
7049,M. Araz,CAM,68,1100000
7053,S. Grahovac,CDM,68,1000000
7054,Juan Cámara,LM,68,1100000
7056,Jairo,LM,68,1100000
7062,Nando,RM,68,1100000
7064,F. Gino,CM,68,1100000
7065,K. Londoño,RM,68,1100000
7072,S. Bguir,CAM,68,1100000
7074,M. Comba,RM,68,1100000
7078,A. Coeff,CDM,68,950000
7080,H. Vučkić,CAM,68,1100000
7083,R. Leonard,CDM,68,950000
7084,M. Abu,CDM,68,950000
7086,P. Kitchen,CDM,68,950000
7088,J. Jeggo,CDM,68,950000
7093,M. Delgado,CM,68,1100000
7097,Y. Ono,CAM,68,1100000
7098,A. Geipl,CDM,68,950000
7103,A. Ajagun,CAM,68,1100000
7105,T. Touré,LM,68,1100000
7107,M. Moscati,CM,68,1100000
7112,S. Ntshangase,CAM,68,1100000
7119,C. Gebauer,RM,68,1100000
7122,M. Bordeianu,CDM,68,950000
7123,N. Roșu,CAM,68,1100000
7140,G. Massey,RM,68,1100000
7143,J. Van Damme,CDM,68,925000
7147,E. Manu,LM,68,1100000
7148,U. Bech,RM,68,1100000
7150,R. Miyaichi,RM,68,1100000
7151,J. Newell,LM,68,1100000
7153,A. Salifu,CM,68,1000000
7154,A. Masika,LM,68,1100000
7161,M. Lais,CDM,68,900000
7162,D. Łukasik,CDM,68,900000
7167,B. Addae,CM,68,1000000
7168,P. Möschl,RM,68,1100000
7170,A. Oueslati,CAM,68,1000000
7174,G. Bueno,LM,68,1100000
7177,G. Þórarinsson,CDM,68,925000
7178,J. Delgado,RM,68,1100000
7183,M. Fedele,CM,68,1000000
7184,T. Nedelev,RM,68,0
7187,M. Perez,CDM,68,900000
7188,Lolo,CDM,68,925000
7191,L. Vásquez,CM,68,1000000
7193,Nuno Valente,CM,68,1000000
7194,J. Nolan,CM,68,1000000
7197,B. Vătăjelu,LM,68,1100000
7198,J. George,CAM,68,1100000
7201,M. Wanitzek,CM,68,1000000
7203,P. Corral,CM,68,1000000
7206,F. Müller,LM,68,1100000
7207,F. N'Goma,LM,68,1100000
7211,Z. Majer,CM,68,1000000
7212,U. Segura,RM,68,1100000
7216,E. Piovi,CM,68,1000000
7220,M. Pedersen,CM,68,280000
7222,J. Cavalli,CAM,68,300000
7223,M. Bodmer,CAM,68,300000
7236,Cejudo,RM,68,400000
7243,C. Adam,CM,68,525000
7246,S. Holmén,CM,68,375000
7247,S. Marveaux,CAM,68,550000
7249,M. Stoppelkamp,LM,68,700000
7253,G. Bustamante,CAM,68,550000
7255,B. Watson,CDM,68,425000
7256,Zapater,CM,68,425000
7259,N. Kilkenny,CM,68,525000
7262,J. Larentowicz,CDM,68,280000
7263,J. Brix-Damborg,CDM,68,425000
7266,D. Bottinelli,CAM,68,700000
7267,Oh Beom Seok,CM,68,425000
7272,I. Dia,RM,68,700000
7275,I. Anya,RM,68,775000
7277,A. Reyna,CAM,68,450000
7281,R. Beerens,RM,68,775000
7282,C. Skuse,CDM,68,425000
7289,L. Seijas,LM,68,550000
7295,G. Gómez,CDM,68,280000
7296,Zhao Xuri,CDM,68,425000
7300,J. Reina,CAM,68,850000
7304,M. Milligan,CDM,68,425000
7305,Ilsinho,RM,68,550000
7306,M. Carlini,RM,68,700000
7309,André Leão,CDM,68,350000
7313,C. Cortés,CAM,68,400000
7315,J. Drachmann,CM,68,775000
7316,C. Gardner,CM,68,675000
7317,S. Burrai,CDM,68,575000
7318,A. Pilkington,RM,68,775000
7320,D. Cabrera,CM,68,850000
7321,R. Salinas,CM,68,775000
7325,D. Marcq,CDM,68,750000
7334,J. Henry,CAM,68,850000
7335,J. Spearing,CDM,68,750000
7338,D. Toth,CM,68,675000
7341,V. Anita,CDM,68,750000
7343,F. Ojo,CM,68,925000
7344,M. Schönbächler,LM,68,875000
7347,F. Santos,RM,68,700000
7349,J. Fontaine,CDM,68,750000
7351,N. Ozokwo,LM,68,850000
7353,M. James,CM,68,925000
7356,L. Kelly,CDM,68,775000
7357,T. Hiariej,CDM,68,750000
7360,J. Butterfield,CM,68,850000
7362,M. Pérez,CAM,68,450000
7363,J. Cortés,CM,68,850000
7368,J. Jantscher,LM,68,850000
7374,P. Valdivia,CM,68,775000
7378,S. Eriksson,CM,68,825000
7379,L. Murphy,CM,68,850000
7380,T. Hateley,CDM,68,775000
7381,M. Albæk,CDM,68,775000
7382,L. Damour,CDM,68,800000
7383,M. Boland,CDM,68,575000
7387,M. Watkins,RM,68,900000
7390,O. Cissokho,LM,68,700000
7392,Javi Castellano,CDM,68,675000
7394,M. Reginiussen,CM,68,775000
7396,H. Bazile,RM,68,875000
7399,C. McManaman,RM,68,900000
7400,Alberto Perea,LM,68,900000
7409,Kim Sung Joon,CM,68,775000
7410,C. Orrantía,RM,68,900000
7411,N. Bahoui,LM,68,900000
7412,P. Huspek,RM,68,900000
7413,Mario Ortíz,CM,68,825000
7422,M. Beister,RM,68,900000
7423,D. Gavazzi,CM,68,525000
7434,C. Erbes,CDM,68,775000
7440,M. Titsch Rivero,CM,68,850000
7443,G. Åsen,CAM,68,900000
7448,Serginho,CAM,68,900000
7449,J. Taylor,RM,68,950000
7450,A. Kačaniklić,RM,68,950000
7451,J. Zárate,LM,68,950000
7453,L. Brattan,CDM,68,775000
7454,J. Delaplace,CM,68,525000
7455,D. Hediger,CM,68,675000
7466,Yoon Bit Garam,CM,68,850000
7477,Im Seon Yeong,CM,68,775000
7478,D. Arias,CDM,68,350000
7480,T. Röcher,LM,68,900000
7484,Han Kyo Won,RM,68,875000
7488,M. Pospíšil,CAM,68,900000
7492,F. Seymour,CDM,68,675000
7494,K. Aouadhi,CDM,68,425000
7497,D. Mohamed,CDM,68,750000
7498,Salvador Agra,RM,68,950000
7500,Choe Yeong Joon,CM,68,925000
7503,E. Salli,RM,68,950000
7510,A. Calello,CDM,68,575000
7511,K. Rowe,CM,68,925000
7515,B. Fofana,CDM,68,775000
7517,I. Ghaleb,CDM,68,800000
7519,M. Matras,CDM,68,800000
7520,A. Frączczak,LM,68,775000
7521,D. Burbano,LM,68,775000
7523,Éverton Luiz,CDM,68,675000
7525,W. Bakhashwain,CDM,68,775000
7530,A. Al Jebreen,CDM,68,775000
7531,L. Chiaretti,CAM,68,775000
7532,D. Accam,LM,68,900000
7533,J. López,LM,68,950000
7534,R. Rodríguez,CDM,68,675000
7537,P. Riese,CDM,68,775000
7538,R. Benatelli,CM,68,925000
7541,S. Caldwell,CDM,68,800000
7543,F. Píriz,CDM,68,775000
7544,A. Vacca,CM,68,850000
7549,J. Mahecha,CDM,68,675000
7550,J. Roa,CM,68,925000
7553,J. Hernández,CDM,68,425000
7554,C. Alzáte,CAM,68,775000
7556,H. Rojas,CM,68,775000
7557,J. Cuero,LM,68,775000
7558,F. Battiste,CM,68,375000
7563,F. Manríquez,CM,68,375000
7565,R. Ranftl,RM,68,950000
7568,F. Martin,CM,68,850000
7571,M. Arini,CM,68,675000
7576,C. Amissi,CM,68,850000
7577,D. Cerén,CDM,68,775000
7581,J. Zacaría,LM,68,875000
7582,J. Aguirre,LM,68,950000
7583,J. Molangoane,RM,68,775000
7585,Luismi,CDM,68,825000
7586,D. Gómez,RM,68,850000
7589,Liu Binbin,RM,68,950000
7594,T. Aoyama,CM,68,525000
7597,K. Avcı,CAM,68,875000
7598,A. Mateiu,CM,68,850000
7600,J. Iglesias,CDM,68,750000
7603,Vasco Rocha,CM,68,825000
7604,J. Miño,CDM,68,675000
7606,Dani Ramírez,RM,68,950000
7609,M. Ibarra,RM,68,875000
7610,L. Villarruel,CM,68,900000
7612,N. Omladič,RM,68,875000
7613,Y. Takahagi,CM,68,675000
7614,M. Ordóñez,CDM,68,775000
7616,Chi Zhongguo,CM,68,850000
7620,Z. Yıldırım,CDM,68,800000
7622,J. Pérez,LM,68,850000
7623,A. Camargo,CM,68,825000
7624,Josan,LM,68,875000
7625,J. Sabbatini,CM,68,775000
7632,Jadson Castrelo,CDM,68,280000
7639,Lucas Medeirão,CAM,68,400000
7640,Dener Rolim,CAM,68,775000
7644,A. Marchesano,CAM,68,900000
7646,H. Okuno,CM,68,850000
7648,T. Nakagawa,RM,68,950000
7649,K. Mizunuma,RM,68,875000
7654,Jorgino Baumer,CAM,68,400000
7655,Adrián Maideira,CAM,68,400000
7656,Davide Eustáquio,CAM,68,950000
7659,S. Skarlatidis,LM,68,900000
7662,N. Siega,CAM,68,900000
7665,Freddy Cardouso,CAM,68,775000
7666,Heitor Mutto,CAM,68,950000
7669,D. Hägele,CDM,68,750000
7670,K. Gjasula,CDM,68,775000
7671,R. Rep,CAM,68,875000
7676,Jorge Félix,LM,68,950000
7684,J. Rodríguez,CM,68,850000
7687,J. Mejídez,RM,68,0
7688,R. Mandive,CDM,68,0
7693,O. Skipp,CDM,67,1500000
7696,R. Gravenberch,CM,67,1500000
7698,J. Willock,CM,67,1600000
7700,J. Clarke,RM,67,1600000
7701,S. Diop,LM,67,1600000
7705,David Tavares,CM,67,1700000
7706,M. Kudus,CM,67,1600000
7707,S. Sosa,CDM,67,1600000
7710,C. Durkin,CDM,67,1500000
7711,Oriol Busquets,CDM,67,1600000
7712,Carles Pérez,RM,67,1700000
7718,T. Chalobah,CDM,67,1500000
7719,G. Maggiore,CM,67,1700000
7720,N. Bajrami,CM,67,1700000
7722,A. Sambi Lokonga,CM,67,1600000
7724,C. Doucouré,CDM,67,1500000
7728,K. Bielik,CDM,67,1400000
7729,B. Rovira,CDM,67,1400000
7731,C. McLennan,RM,67,1400000
7732,F. Kadioglu,CAM,67,1400000
7733,R. Yates,CM,67,1500000
7737,M. El Hacen,CDM,67,1400000
7738,R. Vaca,RM,67,0
7740,K. Soni,CAM,67,1400000
7743,Joni Montiel,CAM,67,1400000
7744,A. Hadžiahmetović,LM,67,1400000
7747,J. Masson,CDM,67,1300000
7750,M. Carraro,CM,67,1300000
7751,M. Ojeda,LM,67,1400000
7752,O. Moruţan,CAM,67,1400000
7753,A. Lioi,RM,67,1400000
7754,J. López Pissano,LM,67,1400000
7755,A. Danzi,CM,67,1300000
7756,M. Gómez,LM,67,1400000
7757,Y. Benrahou,CAM,67,1400000
7759,Álex Blanco,LM,67,1400000
7761,Alex Bermejo,CAM,67,1400000
7763,R. Nteka,CAM,67,1400000
7765,B. Carvallo,CAM,67,1300000
7768,G. Docherty,CM,67,1300000
7769,J. Drolè,RM,67,1300000
7770,D. Vergara,RM,67,1300000
7772,S. Clare,CAM,67,1300000
7773,S. Field,CDM,67,1200000
7777,M. Wilks,RM,67,1300000
7778,M. Andersen,CM,67,1300000
7779,Y. Guzmán,CAM,67,1300000
7782,A. Ouahim,RM,67,1300000
7785,L. Necul,CAM,67,1300000
7791,D. Janošek,CM,67,1300000
7795,J. Sims,RM,67,1200000
7796,T. Ambrose,LM,67,1200000
7797,Paolo Fernandes,RM,67,1200000
7804,Q. Boisgard,CAM,67,1200000
7806,R. McGree,CM,67,1200000
7809,Y. Wissa,LM,67,1200000
7810,N. Schmidt,CAM,67,1200000
7811,L. Thomas,RM,67,1200000
7814,H. Kane,CM,67,1200000
7815,Jang Gyeol Hee,LM,67,1200000
7817,K. Kuchaev,CAM,67,1200000
7818,B. Baningime,CDM,67,1100000
7819,A. Koita,LM,67,1200000
7820,O. Azubuike,CDM,67,1100000
7822,S. Dembele,LM,67,1200000
7827,S. Gómez,CDM,67,1100000
7828,S. Guzmán,CDM,67,1100000
7830,Jimmy,CM,67,1200000
7833,K. Sidibé,CDM,67,1100000
7836,J. Pretell,CDM,67,0
7839,João Afonso,CDM,67,1100000
7840,C. Brannagan,CM,67,1200000
7841,L. Morgan,LM,67,1200000
7843,J. Hesketh,RM,67,1200000
7844,B. Close,CM,67,1200000
7845,M. Schulz,CDM,67,1100000
7853,H. Tijanovich,LM,67,1200000
7854,L. Clemenza,CAM,67,1200000
7856,J. Stage,CM,67,1200000
7857,T. Kunimoto,CM,67,1200000
7859,J. Sørensen,CM,67,1200000
7864,Carbonell,CM,67,1200000
7866,G. Tormin,RM,67,1200000
7867,M. Hongla,CDM,67,1100000
7870,A. Fuchs,CM,67,1200000
7871,B. Manu,LM,67,1200000
7872,C. Holse,RM,67,1200000
7874,Borja Sánchez,CAM,67,1200000
7877,Bruno Costa,CM,67,1200000
7882,T. Fosu,CAM,67,1100000
7886,R. Raveloson,CDM,67,1000000
7891,J. Cullen,CM,67,1100000
7897,I. Ochoa,CDM,67,1000000
7898,Y. Ideguchi,CDM,67,1000000
7903,N. Jambor,CM,67,1100000
7905,D. Duarte,CM,67,1100000
7906,R. Lundqvist,CM,67,1100000
7915,S. Şahintürk,LM,67,1100000
7916,S. Oum Gouet,CDM,67,1000000
7917,O. Nor Afkan,CDM,67,1000000
7925,L. Ofori,CM,67,1100000
7926,Filipe Soares,CM,67,1100000
7927,H. Stengel,CM,67,1100000
7928,A. Gilbey,CM,67,1100000
7932,H. Bjørdal,CAM,67,1100000
7933,F. Bravo,CDM,67,975000
7936,G. Honeyman,CAM,67,1100000
7937,F. Manzano,CDM,67,975000
7938,B. Barker,LM,67,1100000
7941,L. Houri,CM,67,1100000
7943,S. Lovric,CM,67,1100000
7944,R. Gall,CAM,67,1100000
7946,S. Salazar,CDM,67,975000
7947,Eneko Capilla,CAM,67,1100000
7949,J. Martinez,CM,67,1100000
7950,D. Atanga,RM,67,1100000
7952,A. Nkaka,CDM,67,975000
7953,J. Mulraney,LM,67,1100000
7954,T. Skarke,RM,67,1100000
7961,F. Henríquez,CM,67,1100000
7962,Curro Sánchez,CAM,67,1100000
7963,A. Muyl,RM,67,1100000
7970,S. van der Water,RM,67,1100000
7975,Rúben Macedo,RM,67,1100000
7982,L. Wahlqvist,RM,67,1000000
7984,L. Povea,CDM,67,950000
7985,T. Lumanza Lembi,CDM,67,950000
7992,E. Babayan,LM,67,1000000
7993,B. Borrello,RM,67,1000000
7994,F. Onyedinma,RM,67,1000000
8004,M. Christiansen,CDM,67,950000
8005,S. Rosales,LM,67,1000000
8007,M. Thiam,LM,67,1000000
8008,Xande Silva,RM,67,1000000
8013,A. Ioniță,CAM,67,1000000
8014,L. Samson,CDM,67,950000
8018,F. Pick,LM,67,1000000
8019,A. Hrustić,RM,67,1000000
8020,A. Arellano,CDM,67,950000
8024,B. Rother,CDM,67,950000
8026,F. Flecker,RM,67,1000000
8027,Tiago Castro,CM,67,1000000
8028,B. Henning,CDM,67,950000
8030,M. Biankadi,LM,67,1000000
8032,D. Bizimana,CM,67,1000000
8033,T. Mohr,LM,67,1000000
8035,O. Andrievskyi,CDM,67,950000
8041,Luiz Henrique,CAM,67,1000000
8045,L. Vigen,CM,67,1000000
8046,P. Mpanzu,CM,67,1000000
8048,C. Chapman,CDM,67,925000
8050,R. Colclough,LM,67,1000000
8052,S. Horvath,RM,67,1000000
8053,L. Crecco,CM,67,1000000
8057,G. Navarrete,CAM,67,1000000
8061,S. Nicholson,LM,67,1000000
8068,I. Poblete,CAM,67,1000000
8070,J. Benet,CM,67,1000000
8071,M. Al Kuwaykibi,RM,67,1000000
8072,G. Di Noia,CM,67,1000000
8081,S. Spierings,CM,67,1000000
8084,K. Osorio,CM,67,1000000
8086,H. Kawabe,CM,67,1000000
8087,D. Warmerdam,LM,67,1000000
8088,J. Bruijn,CAM,67,1000000
8097,André Pedrosa,CDM,67,925000
8098,R. Preißinger,CDM,67,925000
8099,V. Gvilia,CAM,67,1000000
8100,M. Adams,CDM,67,925000
8104,V. Savićević,CM,67,1000000
8106,Rômulo,CDM,67,925000
8109,J. Forster-Caskey,CM,67,975000
8112,C. Edwards,CM,67,975000
8122,S. Pasa,CM,67,975000
8123,A. Deja,CDM,67,875000
8125,L. Cabrera,CDM,67,900000
8129,P. Lipski,CAM,67,975000
8130,Claude Gonçalves,CDM,67,900000
8131,P. Ciurria,CAM,67,1000000
8135,L. López,CM,67,975000
8138,A. Polo,RM,67,1000000
8139,M. Pinato,CM,67,975000
8141,M. Poletanović,CDM,67,900000
8142,An Hyeon Beom,RM,67,1000000
8143,F. Bambock,CDM,67,900000
8147,G. Rolando,RM,67,1000000
8153,Leandro Vilela,CDM,67,900000
8158,K. Barmen,CM,67,950000
8161,J. Lundstram,CM,67,950000
8162,G. Moncur,CM,67,950000
8166,Li Ke,CM,67,925000
8167,R. Hall,RM,67,950000
8168,R. McKenzie,RM,67,950000
8170,D. McGeouch,CM,67,925000
8176,K. Pusch,CAM,67,950000
8179,L. Bertone,CM,67,950000
8180,E. Ba,CDM,67,850000
8181,Jefferson,CM,67,950000
8182,S. Lundholm,RM,67,950000
8184,N. Poulsen,CM,67,950000
8185,C. Robles,CDM,67,825000
8187,N. Palacios,CDM,67,825000
8190,D. Watmore,RM,67,950000
8191,S. Mrowca,CDM,67,875000
8195,A. Al Sulayhim,CM,67,950000
8196,E. Arango,RM,67,950000
8198,Pablo Pérez,CAM,67,950000
8199,J. Salas,CM,67,950000
8201,M. Dittgen,LM,67,975000
8202,A. Arregui,CDM,67,850000
8208,C. Tabó,LM,67,950000
8209,V. Rodić,RM,67,950000
8211,M. Pučko,RM,67,950000
8212,R. Harakawa,CM,67,950000
8214,N. Solís,LM,67,950000
8215,V. Ramis,RM,67,975000
8218,J. Noy,CDM,67,850000
8221,F. Rogic,CM,67,925000
8223,B. De Alba,CAM,67,950000
8224,T. Schwede,LM,67,950000
8225,H. Akbunar,RM,67,950000
8231,F. Makaringe,CAM,67,950000
8232,Carlos Bravo,CAM,67,950000
8242,J. Lowe,CDM,67,800000
8244,P. McEleney,CAM,67,925000
8246,R. Teibert,CM,67,900000
8247,J. Jønsson,CDM,67,825000
8249,K. Vollmann,LM,67,925000
8254,A. Youga,CDM,67,825000
8255,H. Sacko,RM,67,925000
8256,F. Tardieu,CDM,67,800000
8259,Renato,CDM,67,825000
8262,T. Ebner,CDM,67,800000
8264,S. Rincón,RM,67,925000
8267,E. Boateng,LM,67,925000
8269,A. Castro,LM,67,925000
8271,M. Rayhi,LM,67,925000
8275,B. Smeets,CM,67,900000
8280,Renê Santos,CDM,67,800000
8281,O. Thioune,CM,67,925000
8289,C. Shields,CDM,67,750000
8295,J. Cools,CDM,67,750000
8296,S. Gallucci,CDM,67,750000
8297,T. Leugers,CDM,67,750000
8303,K. Løkberg,CM,67,850000
8304,Leandro,LM,67,900000
8310,C. Ramírez,LM,67,900000
8314,P. van Ooijen,CAM,67,875000
8315,M. Boyle,RM,67,900000
8317,U. Taffertshofer,CDM,67,775000
8318,R. Vanegas,LM,67,900000
8320,Y. Boé-Kane,CDM,67,750000
8324,Sebas Coris,RM,67,900000
8327,J. Pereira,RM,67,900000
8329,T. Bingöl,RM,67,900000
8330,A. Rodríguez,RM,67,900000
8331,M. Ajani,RM,67,900000
8333,Álvaro Traver,RM,67,900000
8335,Borja Domínguez,CM,67,850000
8336,Y. Nakano,LM,67,900000
8337,M. Kvesić,CAM,67,875000
8340,M. Farrona Pulido,LM,67,900000
8341,P. Zulu,LM,67,900000
8342,F. Valot,RM,67,900000
8345,S. Ishizaki,CM,67,240000
8348,C. Grindheim,CAM,67,325000
8352,A. Durak,CDM,67,500000
8353,R. Clark,CDM,67,160000
8354,J. Gjasula,CM,67,450000
8358,R. Wallace,CM,67,375000
8362,S. Özkan,LM,67,600000
8363,Juande,CDM,67,500000
8369,J. Coppinger,CAM,67,260000
8371,J. Samuelsen,CM,67,375000
8378,G. Munari,CM,67,240000
8381,Abraham González,CDM,67,375000
8390,M. Troiano,CM,67,375000
8392,C. Maguire,LM,67,725000
8404,R. López,CM,67,575000
8405,Y. Konno,CDM,67,160000
8407,S. Quinn,CDM,67,375000
8412,J. Mousinho,CDM,67,375000
8413,D. Ferreira,CAM,67,210000
8414,C. Canío,CAM,67,260000
8416,D. Furman,CM,67,0
8417,G. Roberts,CAM,67,325000
8418,S. Fürstner,CDM,67,575000
8419,M. Costanzo,CM,67,650000
8427,Iriome,RM,67,600000
8429,N. Gerzić,CM,67,325000
8431,A. Landgren,CDM,67,625000
8433,Qin Sheng,CDM,67,500000
8435,E. Knudtzon,LM,67,725000
8440,M. Keita,LM,67,775000
8442,S. Wüthrich,CAM,67,750000
8455,S. Salinas,LM,67,475000
8458,Eduardo Neto,CDM,67,625000
8462,K. Yoda,RM,67,725000
8470,F. Di Tacchio,CM,67,725000
8471,C. Noone,RM,67,675000
8474,Hugo Fraile,RM,67,600000
8475,M. Janota,CAM,67,775000
8477,N. Gorobsov,CAM,67,750000
8478,C. Pontius,RM,67,675000
8481,S. Kurata,LM,67,725000
8482,T. Taguchi,CM,67,750000
8484,A. Al Khaibari,CDM,67,375000
8485,H. Milić,LM,67,725000
8486,E. Friberg,CM,67,450000
8489,A. Taugourdeau,CM,67,700000
8490,M. Davidson,CM,67,650000
8491,S. Ferguson,LM,67,800000
8493,G. Merebashvili,LM,67,600000
8494,P. Schönfeld,CM,67,700000
8498,Romário,CM,67,450000
8499,F. Berenguer,LM,67,725000
8504,Bruno Monteiro,CM,67,375000
8518,B. García,CM,67,375000
8523,E. O'Kane,CDM,67,675000
8533,M. Jonckheere,CM,67,725000
8535,R. Holmes,LM,67,600000
8540,M. Makuszewski,RM,67,750000
8542,Nam Joon Jae,RM,67,675000
8543,R. Smallwood,CDM,67,675000
8544,J. Morris,LM,67,800000
8545,A. Crawford,CM,67,775000
8547,N. Dumitru,LM,67,800000
8553,L. Arias,LM,67,375000
8556,Hernán,CM,67,750000
8558,Park Jin Po,RM,67,675000
8560,Noguera,RM,67,750000
8562,B. Halloran,RM,67,800000
8563,A. Tighadouini,LM,67,825000
8565,L. Bangoura,RM,67,800000
8566,J. Skalák,LM,67,800000
8567,Gerard Badía,RM,67,750000
8570,Cerrajería,CAM,67,725000
8572,Y. Toutouh,LM,67,825000
8573,W. Kamavuaka,CDM,67,650000
8578,N. DeLeon,RM,67,775000
8581,M. Saeid,CM,67,750000
8582,Choi Sung Geun,CM,67,775000
8584,H. Bahebri,LM,67,825000
8593,L. Gallegos,CM,67,775000
8597,M. Welzmüller,CDM,67,650000
8598,M. Thiel,LM,67,825000
8599,S. Lex,RM,67,750000
8605,E. Farias,CDM,67,625000
8608,F. Rodríguez,CDM,67,500000
8611,J. Aguirre,CAM,67,600000
8615,F. Godoy,CM,67,725000
8624,K. Azamoum,CM,67,725000
8625,F. Kaufmann,RM,67,825000
8626,J. Kauko,CM,67,750000
8628,R. Rodriguez,LM,67,775000
8636,M. Azira,CDM,67,575000
8639,A. Vargas,CAM,67,725000
8640,S. Nilsen,CDM,67,700000
8642,Piao Cheng,CM,67,725000
8643,M. Mirahmetjan,CM,67,750000
8644,Jin Jingdao,RM,67,800000
8645,K. Fisker,CM,67,650000
8646,T. Hamed,CDM,67,0
8649,I. Depe,RM,67,825000
8654,S. Aškovski,LM,67,800000
8656,M. Šitum,LM,67,800000
8658,V. Achim,CM,67,700000
8659,S. Živec,LM,67,775000
8670,Campillo,CAM,67,775000
8671,David Rocha,CM,67,375000
8674,T. D'Orazio,LM,67,750000
8680,Welson Leima,CDM,67,240000
8681,Renan Tojeiras,CDM,67,240000
8682,Nuno Cedrim,CAM,67,800000
8683,Estevãtinho,CAM,67,800000
8688,Breno Laranjeiro,CAM,67,675000
8689,Melvin Regalito,CAM,67,800000
8690,Wilsson Rosito,CAM,67,325000
8692,J. Viveros,LM,67,800000
8694,T. Ugajin,LM,67,675000
8695,T. Aoki,CM,67,725000
8696,T. Takagi,LM,67,775000
